Frequency,Date,ETF Index,Underlying Index
Weekly,12/05/2017,110.51,1867.96
Weekly,19/05/2017,113.39,1882.75
Weekly,26/05/2017,113.12,1885.37
Weekly,02/06/2017,117.09,1916.37
Weekly,09/06/2017,113.87,1892.97
Weekly,16/06/2017,114.06,1892.93
Weekly,23/06/2017,113.33,1889.22
Weekly,30/06/2017,113.45,1883.19
Weekly,07/07/2017,112.15,1874.1
Weekly,14/07/2017,117.24,1918.74
Weekly,21/07/2017,117.98,1927.65
Weekly,28/07/2017,118.76,1931.73
Weekly,04/08/2017,121.08,1947.62
Weekly,11/08/2017,115.62,1916.65
Weekly,18/08/2017,116.38,1916.68
Weekly,25/08/2017,118.28,1927.8
Weekly,01/09/2017,119.06,1938.37
Weekly,08/09/2017,120.84,1953.56
Weekly,15/09/2017,122.74,1964.3
Weekly,22/09/2017,123.85,1977.61
Weekly,29/09/2017,124.1,1973.81
Weekly,06/10/2017,123.84,1972.37
Weekly,13/10/2017,127.92,2004.05
Weekly,20/10/2017,127.01,1997.73
Weekly,27/10/2017,126.35,1990.66
Weekly,03/11/2017,128.54,2008.53
Weekly,10/11/2017,126.54,1999.57
Weekly,17/11/2017,125.06,1986.15
Weekly,24/11/2017,130.21,2022.85
Weekly,01/12/2017,128.23,2003.72
Weekly,08/12/2017,128.17,2005.31
Weekly,15/12/2017,128.55,2007.97
Weekly,22/12/2017,131.69,2032.69
Weekly,29/12/2017,132.35,2050.79
Monthly,30/06/2009,54.26,1307.16
Monthly,31/07/2009,65.28,1425.4
Monthly,31/08/2009,70.71,1498.97
Monthly,30/09/2009,76.18,1552.84
Monthly,30/10/2009,71.92,1532.74
Monthly,30/11/2009,77.14,1559.57
Monthly,31/12/2009,77.99,1580.77
Monthly,29/01/2010,70.2,1510.61
Monthly,26/02/2010,70.61,1497.34
Monthly,31/03/2010,79.96,1584.28
Monthly,30/04/2010,74.89,1551.03
Monthly,31/05/2010,58.02,1363.93
Monthly,30/06/2010,55.15,1348.11
Monthly,30/07/2010,68.28,1474.91
Monthly,31/08/2010,62.76,1425.72
Monthly,30/09/2010,75.47,1561.01
Monthly,29/10/2010,80.94,1616.41
Monthly,30/11/2010,72.86,1535.13
Monthly,31/12/2010,85.23,1658.3
Monthly,31/01/2011,88.52,1696.38
Monthly,28/02/2011,94.59,1749.01
Monthly,31/03/2011,89.51,1702.55
Monthly,29/04/2011,99.48,1797.52
Monthly,31/05/2011,94.74,1732.84
Monthly,30/06/2011,91.83,1708.08
Monthly,29/07/2011,86.91,1679.84
Monthly,31/08/2011,70.46,1523.58
Monthly,30/09/2011,55.23,1373.33
Monthly,31/10/2011,65.53,1505
Monthly,30/11/2011,61.97,1427.27
Monthly,30/12/2011,58.8,1412.55
Monthly,31/01/2012,64.91,1486.74
Monthly,29/02/2012,71.22,1567.67
Monthly,30/03/2012,71.43,1553.46
Monthly,30/04/2012,68.15,1516.21
Monthly,31/05/2012,53.57,1332.89
Monthly,29/06/2012,61,1423.38
Monthly,31/07/2012,60.8,1438.57
Monthly,31/08/2012,64.54,1472.51
Monthly,28/09/2012,67.87,1510.76
Monthly,31/10/2012,69.13,1522.23
Monthly,30/11/2012,72.9,1555.73
Monthly,31/12/2012,79.11,1604
Monthly,31/01/2013,85.05,1687.33
Monthly,28/02/2013,82.49,1667.8
Monthly,29/03/2013,84.61,1674.3
Monthly,30/04/2013,92.99,1753.61
Monthly,31/05/2013,87.25,1702.25
Monthly,28/06/2013,82.44,1638.94
Monthly,31/07/2013,91.03,1724.75
Monthly,30/08/2013,87.2,1697.34
Monthly,30/09/2013,101,1818.23
Monthly,31/10/2013,107.17,1878.39
Monthly,29/11/2013,108.14,1888.91
Monthly,31/12/2013,112.5,1915.6
Monthly,31/01/2014,100.9,1837.64
Monthly,28/02/2014,113.08,1935.88
Monthly,31/03/2014,111.74,1915.69
Monthly,30/04/2014,115.25,1936.67
Monthly,30/05/2014,118.74,1956.61
Monthly,30/06/2014,120.71,1972.12
Monthly,31/07/2014,114.2,1932.66
Monthly,29/08/2014,114.34,1924.62
Monthly,30/09/2014,105.22,1846.08
Monthly,31/10/2014,104.14,1818.35
Monthly,28/11/2014,104.07,1839.73
Monthly,31/12/2014,95.4,1774.89
Monthly,30/01/2015,96.24,1782.7
Monthly,27/02/2015,108.47,1886.26
Monthly,31/03/2015,105.07,1849.34
Monthly,30/04/2015,112.65,1918.4
Monthly,29/05/2015,112.77,1898.98
Monthly,30/06/2015,105.45,1842.46
Monthly,31/07/2015,109.3,1879.75
Monthly,31/08/2015,93.18,1736.81
Monthly,30/09/2015,84.6,1644.4
Monthly,30/10/2015,95.84,1771.66
Monthly,30/11/2015,94.22,1741.01
Monthly,31/12/2015,89.66,1716.28
Monthly,29/01/2016,79.4,1591.46
Monthly,29/02/2016,73.78,1558.17
Monthly,31/03/2016,83.52,1652.04
Monthly,29/04/2016,87.02,1693.18
Monthly,31/05/2016,86.63,1667.84
Monthly,30/06/2016,81.25,1608.45
Monthly,29/07/2016,87.59,1689.12
Monthly,31/08/2016,88.37,1685.57
Monthly,30/09/2016,90.46,1701.69
Monthly,31/10/2016,86.36,1665.72
Monthly,30/11/2016,83.12,1629.67
Monthly,30/12/2016,87.48,1684
Monthly,31/01/2017,93.12,1732.38
Monthly,28/02/2017,95.18,1753.09
Monthly,31/03/2017,101.17,1792.98
Monthly,28/04/2017,105.83,1833.7
Monthly,31/05/2017,113.12,1890.06
Monthly,30/06/2017,113.45,1883.19
Monthly,31/07/2017,119.25,1936.91
Monthly,31/08/2017,118.75,1930.82
Monthly,29/09/2017,124.1,1973.81
Monthly,31/10/2017,127.97,2002.54
Monthly,30/11/2017,129.28,2020.13
Monthly,29/12/2017,132.35,2050.79
Quarterly,30/06/2009,54.26,1307.16
Quarterly,30/09/2009,76.18,1552.84
Quarterly,31/12/2009,77.99,1580.77
Quarterly,31/03/2010,79.96,1584.28
Quarterly,30/06/2010,55.15,1348.11
Quarterly,30/09/2010,75.47,1561.01
Quarterly,31/12/2010,85.23,1658.3
Quarterly,31/03/2011,89.51,1702.55
Quarterly,30/06/2011,91.83,1708.08
Quarterly,30/09/2011,55.23,1373.33
Quarterly,30/12/2011,58.8,1412.55
Quarterly,30/03/2012,71.43,1553.46
Quarterly,29/06/2012,61,1423.38
Quarterly,28/09/2012,67.87,1510.76
Quarterly,31/12/2012,79.11,1604
Quarterly,29/03/2013,84.61,1674.3
Quarterly,28/06/2013,82.44,1638.94
Quarterly,30/09/2013,101,1818.23
Quarterly,31/12/2013,112.5,1915.6
Quarterly,31/03/2014,111.74,1915.69
Quarterly,30/06/2014,120.71,1972.12
Quarterly,30/09/2014,105.22,1846.08
Quarterly,31/12/2014,95.4,1774.89
Quarterly,31/03/2015,105.07,1849.34
Quarterly,30/06/2015,105.45,1842.46
Quarterly,30/09/2015,84.6,1644.4
Quarterly,31/12/2015,89.66,1716.28
Quarterly,31/03/2016,83.52,1652.04
Quarterly,30/06/2016,81.25,1608.45
Quarterly,30/09/2016,90.46,1701.69
Quarterly,30/12/2016,87.48,1684
Quarterly,31/03/2017,101.17,1792.98
Quarterly,30/06/2017,113.45,1883.19
Quarterly,29/09/2017,124.1,1973.81
Quarterly,29/12/2017,132.35,2050.79
Yearly,31/12/2009,77.99,1580.77
Yearly,31/12/2010,85.23,1658.3
Yearly,30/12/2011,58.8,1412.55
Yearly,31/12/2012,79.11,1604
Yearly,31/12/2013,112.5,1915.6
Yearly,31/12/2014,95.4,1774.89
Yearly,31/12/2015,89.66,1716.28
Yearly,30/12/2016,87.48,1684
Yearly,29/12/2017,132.35,2050.79
